                  #Energy              Total trace      Spin Up (spin axis)      Spin Dn (spin axis)         <Sx> (spin axis)         <Sy> (spin axis)         <Sz> (spin axis)
       -1.000000000000000        0.011954650021746        0.003660214451584        0.008294435570162        0.000000000000000        0.000000000000000        0.002317110559289
       -0.998000000000000        0.012065025417232        0.003686641004195        0.008378384413037        0.000000000000000        0.000000000000000        0.002345871704421
       -0.996000000000000        0.012177088446223        0.003713386402300        0.008463702043923        0.000000000000000        0.000000000000000        0.002375157820811
       -0.994000000000000        0.012290875159437        0.003740456093148        0.008550419066289        0.000000000000000        0.000000000000000        0.002404981486571
       -0.992000000000000        0.012406422636482        0.003767855651479        0.008638566985003        0.000000000000000        0.000000000000000        0.002435355666762
       -0.990000000000000        0.012523769021806        0.003795590786815        0.008728178234991        0.000000000000000        0.000000000000000        0.002466293724088
       -0.988000000000000        0.012642953551084        0.003823667340642        0.008819286210442        0.000000000000000        0.000000000000000        0.002497809434900
       -0.986000000000000        0.012764016606800        0.003852091299853        0.008911925306947        0.000000000000000        0.000000000000000        0.002529917003547
       -0.984000000000000        0.012886999747920        0.003880868794032        0.009006130953888        0.000000000000000        0.000000000000000        0.002562631079928
       -0.982000000000000        0.013011945750923        0.003910006100828        0.009101939650095        0.000000000000000        0.000000000000000        0.002595966774633
       -0.980000000000000        0.013138898662894        0.003939509654331        0.009199389008564        0.000000000000000        0.000000000000000        0.002629939677117
       -0.978000000000000        0.013267903842601        0.003969386045974        0.009298517796627        0.000000000000000        0.000000000000000        0.002664565875326
       -0.976000000000000        0.013399008008121        0.003999642030526        0.009399365977595        0.000000000000000        0.000000000000000        0.002699861973534
       -0.974000000000000        0.013532259293096        0.004030284531475        0.009501974761622        0.000000000000000        0.000000000000000        0.002735845115073
       -0.972000000000000        0.013667707288502        0.004061320648315        0.009606386640187        0.000000000000000        0.000000000000000        0.002772532995936
       -0.970000000000000        0.013805403112242        0.004092757659819        0.009712645452423        0.000000000000000        0.000000000000000        0.002809943896302
       -0.968000000000000        0.013945399455724        0.004124603029285        0.009820796426439        0.000000000000000        0.000000000000000        0.002848096698577
       -0.966000000000000        0.014087750645023        0.004156864412907        0.009930886232115        0.000000000000000        0.000000000000000        0.002887010909604
       -0.964000000000000        0.014232512715361        0.004189549667753        0.010042963047608        0.000000000000000        0.000000000000000        0.002926706689927
       -0.962000000000000        0.014379743461539        0.004222666849794        0.010157076611745        0.000000000000000        0.000000000000000        0.002967204880976
       -0.960000000000000        0.014529502516386        0.004256224233522        0.010273278282864        0.000000000000000        0.000000000000000        0.003008527024671
       -0.958000000000000        0.014681851424416        0.004290230308853        0.010391621115563        0.000000000000000        0.000000000000000        0.003050695403355
       -0.956000000000000        0.014836853716735        0.004324693791889        0.010512159924845        0.000000000000000        0.000000000000000        0.003093733066478
       -0.954000000000000        0.014994574975654        0.004359623633161        0.010634951342493        0.000000000000000        0.000000000000000        0.003137663854666
       -0.952000000000000        0.015155082947272        0.004395029030617        0.010760053916655        0.000000000000000        0.000000000000000        0.003182512443019
       -0.950000000000000        0.015318447606125        0.004430919427956        0.010887528178170        0.000000000000000        0.000000000000000        0.003228304375107
       -0.948000000000000        0.015484741254442        0.004467304529745        0.011017436724697        0.000000000000000        0.000000000000000        0.003275066097476
       -0.946000000000000        0.015654038617796        0.004504194314329        0.011149844303467        0.000000000000000        0.000000000000000        0.003322824994569
       -0.944000000000000        0.015826416948219        0.004541599033544        0.011284817914675        0.000000000000000        0.000000000000000        0.003371609440566
       -0.942000000000000        0.016001956125967        0.004579529231706        0.011422426894261        0.000000000000000        0.000000000000000        0.003421448831278
       -0.940000000000000        0.016180738778865        0.004617995753052        0.011562743025813        0.000000000000000        0.000000000000000        0.003472373636380
       -0.938000000000000        0.016362850392474        0.004657009753799        0.011705840638675        0.000000000000000        0.000000000000000        0.003524415442438
       -0.936000000000000        0.016548379436270        0.004696582713982        0.011851796722288        0.000000000000000        0.000000000000000        0.003577607004153
       -0.934000000000000        0.016737417488317        0.004736726443318        0.012000691045000        0.000000000000000        0.000000000000000        0.003631982300841
       -0.932000000000000        0.016930059391650        0.004777453109067        0.012152606282583        0.000000000000000        0.000000000000000        0.003687576586758
       -0.930000000000000        0.017126403365683        0.004818775229114        0.012307628136569        0.000000000000000        0.000000000000000        0.003744426453728
       -0.928000000000000        0.017326551191138        0.004860705709736        0.012465845481402        0.000000000000000        0.000000000000000        0.003802569885833
       -0.926000000000000        0.017530608343736        0.004903257837362        0.012627350506374        0.000000000000000        0.000000000000000        0.003862046334506
       -0.924000000000000        0.017738684182444        0.004946445312250        0.012792238870194        0.000000000000000        0.000000000000000        0.003922896778972
       -0.922000000000000        0.017950892109791        0.004990282251713        0.012960609858078        0.000000000000000        0.000000000000000        0.003985163803182
       -0.920000000000000        0.018167349775478        0.005034783216270        0.013132566559207        0.000000000000000        0.000000000000000        0.004048891671469
       -0.918000000000000        0.018388179262463        0.005079963226676        0.013308216035787        0.000000000000000        0.000000000000000        0.004114126404556
       -0.916000000000000        0.018613507298678        0.005125837773501        0.013487669525176        0.000000000000000        0.000000000000000        0.004180915875837
       -0.914000000000000        0.018843465488551        0.005172422852726        0.013671042635825        0.000000000000000        0.000000000000000        0.004249309891550
       -0.912000000000000        0.019078190526923        0.005219734975929        0.013858455550994        0.000000000000000        0.000000000000000        0.004319360287532
       -0.910000000000000        0.019317824466023        0.005267791195183        0.014050033270840        0.000000000000000        0.000000000000000        0.004391121037828
       -0.908000000000000        0.019562514961426        0.005316609126484        0.014245905834942        0.000000000000000        0.000000000000000        0.004464648354229
