   1    1   -1    0    0   -0.002455
   1    1   -1    1    0   -0.002460
   1    1    0   -1    0   -0.002455
   1    1    0    1    0   -0.002455
   1    1    1   -1    0   -0.002460
   1    1    1    0    0   -0.002455
   1    2   -1    0   -1   -0.002349
   1    2    0   -1   -1   -0.002349
   1    2    0    0   -1   -0.002345
   1    2    0    0    0   -0.002345
   1    2    0    1    0   -0.002349
   1    2    1    0    0   -0.002349
   1    2   -1   -1   -1   -0.548380
   1    2   -1    1    0   -0.548372
   1    2    1   -1    0   -0.548372
   1    2    1    1    0   -0.548380
   1    2   -1    1   -1   -0.548372
   1    2    1   -1   -1   -0.548372
   1    1   -2    1    0   -0.000066
   1    1   -1   -1   -1   -0.000100
   1    1   -1   -1    0   -0.000066
   1    1   -1    0   -1   -0.000100
   1    1   -1    2    0   -0.000066
   1    1    0   -1   -1   -0.000100
   1    1    0    1    1   -0.000100
   1    1    1   -2    0   -0.000066
   1    1    1    0    1   -0.000100
   1    1    1    1    0   -0.000066
   1    1    1    1    1   -0.000100
   1    1    2   -1    0   -0.000066
   1    2   -2    0   -1   -0.000084
   1    2   -1    0    0   -0.000084
   1    2   -1    2    0   -0.000084
   1    2    0   -2   -1   -0.000084
   1    2    0   -1    0   -0.000084
   1    2    0    2    0   -0.000084
   1    2    2   -1    0   -0.000084
   1    2    2    0    0   -0.000084
   1    2   -2    1   -1   -0.000084
   1    2    0    1   -1   -0.000084
   1    2    1   -2   -1   -0.000084
   1    2    1    0   -1   -0.000084
   1    1   -2    0   -1   -0.010994
   1    1   -2    0    0   -0.010814
   1    1   -2    2    0   -0.010814
   1    1    0   -2   -1   -0.010994
   1    1    0   -2    0   -0.010814
   1    1    0    0   -1   -0.010995
   1    1    0    0    1   -0.010995
   1    1    0    2    0   -0.010814
   1    1    0    2    1   -0.010994
   1    1    2   -2    0   -0.010814
   1    1    2    0    0   -0.010814
   1    1    2    0    1   -0.010994
   1    1   -2   -1   -1   -0.001537
   1    1   -2    1   -1   -0.001537
   1    1   -1   -2   -1   -0.001537
   1    1   -1    1   -1   -0.001537
   1    1   -1    1    1   -0.001537
   1    1   -1    2    1   -0.001537
   1    1    1   -2   -1   -0.001537
   1    1    1   -1   -1   -0.001537
   1    1    1   -1    1   -0.001537
   1    1    1    2    1   -0.001537
   1    1    2   -1    1   -0.001537
   1    1    2    1    1   -0.001537
   1    2   -2   -1   -1   -0.001317
   1    2   -2    1    0   -0.001317
   1    2   -2    2   -1   -0.001317
   1    2   -2    2    0   -0.001317
   1    2   -1   -2   -1   -0.001317
   1    2   -1    2   -1   -0.001317
   1    2    1   -2    0   -0.001317
   1    2    1    2    0   -0.001317
   1    2    2   -2   -1   -0.001317
   1    2    2   -2    0   -0.001317
   1    2    2   -1   -1   -0.001317
   1    2    2    1    0   -0.001317
   1    2   -1   -1    0   -0.000119
   1    2   -1    3    0   -0.000119
   1    2    1    1    1   -0.000112
   1    2   -3    1   -1   -0.000119
   1    2   -1   -1   -2   -0.000112
   1    2    1   -3   -1   -0.000119
   1    2    1    1   -1   -0.000119
   1    2    3   -1    0   -0.000119
   1    1   -3    0   -1   -0.000058
   1    1   -3    1   -1   -0.000058
   1    1   -3    1    0   -0.000056
   1    1   -3    2    0   -0.000056
   1    1   -2   -1    0   -0.000056
   1    1   -2    3    0   -0.000056
   1    1   -1   -2    0   -0.000056
   1    1   -1    0    1   -0.000058
   1    1   -1    3    0   -0.000056
   1    1   -1    3    1   -0.000058
   1    1    0   -3   -1   -0.000058
   1    1    0   -1    1   -0.000058
   1    1    0    1   -1   -0.000058
   1    1    0    3    1   -0.000058
   1    1    1   -3   -1   -0.000058
   1    1    1   -3    0   -0.000056
   1    1    1    0   -1   -0.000058
   1    1    1    2    0   -0.000056
   1    1    2   -3    0   -0.000056
   1    1    2    1    0   -0.000056
   1    1    3   -2    0   -0.000056
   1    1    3   -1    0   -0.000056
   1    1    3   -1    1   -0.000058
   1    1    3    0    1   -0.000058
   1    2   -3    0   -1   -0.000065
   1    2   -3    2   -1   -0.000065
   1    2   -2   -1   -2   -0.000064
   1    2   -2    0   -2   -0.000064
   1    2   -2    0    0   -0.000065
   1    2   -2    3    0   -0.000065
   1    2   -1   -2   -2   -0.000064
   1    2   -1    0   -2   -0.000064
   1    2    0   -3   -1   -0.000065
   1    2    0   -2   -2   -0.000064
   1    2    0   -2    0   -0.000065
   1    2    0   -1   -2   -0.000064
   1    2    0    1    1   -0.000064
   1    2    0    2   -1   -0.000065
   1    2    0    2    1   -0.000064
   1    2    0    3    0   -0.000065
   1    2    1    0    1   -0.000064
   1    2    1    2    1   -0.000064
   1    2    2   -3   -1   -0.000065
   1    2    2    0   -1   -0.000065
   1    2    2    0    1   -0.000064
   1    2    2    1    1   -0.000064
   1    2    3   -2    0   -0.000065
   1    2    3    0    0   -0.000065
   1    1   -2   -2   -1    0.003232
   1    1   -2    2   -1    0.003232
   1    1   -2    2    1    0.003232
   1    1    2   -2   -1    0.003232
   1    1    2   -2    1    0.003232
   1    1    2    2    1    0.003232
   1    1   -3   -1   -1   -0.000027
   1    1   -3    0    0   -0.000357
   1    1   -3    2   -1   -0.000027
   1    1   -3    3    0   -0.000357
   1    1   -2    1    1   -0.000027
   1    1   -2    3    1   -0.000027
   1    1   -1   -3   -1   -0.000027
   1    1   -1    2   -1   -0.000027
   1    1    0   -3    0   -0.000357
   1    1    0    3    0   -0.000357
   1    1    1   -2    1   -0.000027
   1    1    1    3    1   -0.000027
   1    1    2   -3   -1   -0.000027
   1    1    2   -1   -1   -0.000027
   1    1    3   -3    0   -0.000357
   1    1    3   -2    1   -0.000027
   1    1    3    0    0   -0.000357
   1    1    3    1    1   -0.000027
   1    2   -3    0   -2   -0.000625
   1    2   -3    2    0   -0.000018
   1    2   -2   -2   -2   -0.000026
   1    2   -2   -2   -1   -0.000018
   1    2   -2    1   -2   -0.000026
   1    2   -2    3   -1   -0.000018
   1    2   -1    2    1   -0.000026
   1    2    0   -3   -2   -0.000625
   1    2    0    0   -2   -0.000625
   1    2    0    0    1   -0.000625
   1    2    0    3    1   -0.000625
   1    2    1   -2   -2   -0.000026
   1    2    2   -3    0   -0.000018
   1    2    2   -1    1   -0.000026
   1    2    2    2    0   -0.000018
   1    2    2    2    1   -0.000026
   1    2    3   -2   -1   -0.000018
   1    2    3    0    1   -0.000625
   1    2   -3    1   -2    0.000080
   1    2   -3    1    0    0.000065
   1    2   -3    3    0    0.000065
   1    2   -1    1    1    0.000080
   1    2   -1    3   -1    0.000065
   1    2   -1    3    1    0.000080
   1    2    1   -3   -2    0.000080
   1    2    1   -3    0    0.000065
   1    2    1   -1   -2    0.000080
   1    2    1   -1    1    0.000080
   1    2    1    3    1    0.000080
   1    2    3   -3   -1    0.000065
   1    2    3   -1   -1    0.000065
   1    2    3   -1    1    0.000080
   1    2    3    1    1    0.000080
   1    2   -3   -1   -2    0.000080
   1    2   -3   -1   -1    0.000065
   1    2   -3    3   -1    0.000065
   1    2   -1   -3   -2    0.000080
   1    2   -1   -3   -1    0.000065
   1    2   -1    1   -2    0.000080
   1    2    1    3    0    0.000065
   1    2    3   -3    0    0.000065
   1    2    3    1    0    0.000065
   1    1   -4    1   -1   -0.000003
   1    1   -2   -1   -2   -0.000001
   1    1   -1   -2   -2   -0.000001
   1    1   -1   -1   -2   -0.000001
   1    1   -1   -1    1   -0.000003
   1    1   -1    4    1   -0.000003
   1    1    1   -4   -1   -0.000003
   1    1    1    1   -1   -0.000003
   1    1    1    1    2   -0.000001
   1    1    1    2    2   -0.000001
   1    1    2    1    2   -0.000001
   1    1    4   -1    1   -0.000003
   1    2   -4    1   -1   -0.000002
   1    2   -4    2   -1   -0.000002
   1    2   -2   -1    0   -0.000002
   1    2   -2    4    0   -0.000002
   1    2   -1   -2    0   -0.000002
   1    2   -1    4    0   -0.000002
   1    2    1   -4   -1   -0.000002
   1    2    1    2   -1   -0.000002
   1    2    2   -4   -1   -0.000002
   1    2    2    1   -1   -0.000002
   1    2    4   -2    0   -0.000002
   1    2    4   -1    0   -0.000002
   1    1   -4    0   -1    0.000001
   1    1   -4    2   -1    0.000001
   1    1   -4    2    0    0.000000
   1    1   -2   -2   -2    0.000001
   1    1   -2   -2    0    0.000000
   1    1   -2    0   -2    0.000001
   1    1   -2    0    1    0.000001
   1    1   -2    4    0    0.000000
   1    1   -2    4    1    0.000001
   1    1    0   -4   -1    0.000001
   1    1    0   -2   -2    0.000001
   1    1    0   -2    1    0.000001
   1    1    0    2   -1    0.000001
   1    1    0    2    2    0.000001
   1    1    0    4    1    0.000001
   1    1    2   -4   -1    0.000001
   1    1    2   -4    0    0.000000
